Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-08 15:51:35.417757
No,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-08 15:51:35.461713
No,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-08 15:51:35.647414
No,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-08 15:51:35.683035
No,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-08 15:51:36.042100
No,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-08 15:51:36.043099
No,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-08 15:51:36.097807
No,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-08 15:51:36.105799
No,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-08 15:51:36.215568
No,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-08 15:51:36.225558
No,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-08 15:51:37.443148
No,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-08 15:51:37.475114
No,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-08 15:51:38.421822
No,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-08 15:51:38.468774
No,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-08 15:51:38.803080
No,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-08 15:51:38.946423
No,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-08 15:51:40.007366
No,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-08 15:51:40.142745
No,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-08 15:51:40.282683
No,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-08 15:51:40.284681
No,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-08 15:51:40.286678
No,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-08 15:51:41.599270
No,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-08 15:51:41.779560
No,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-08 15:51:41.813540
No,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-08 15:51:41.901980
No,sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-03-08 15:51:42.069172
No,sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-03-08 15:51:42.106382
No,sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-03-08 15:51:42.114374
No,sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-03-08 15:51:42.116371
No,sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-03-08 15:51:42.127361
No,sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-03-08 15:51:42.137351
No,sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-03-08 15:51:42.571457
No,sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-03-08 15:51:42.630183
