Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
No,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-03 12:20:04.512799
No,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-03 12:20:04.563570
No,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-03 12:20:04.765238
No,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-03 12:20:04.796918
No,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-03 12:20:05.198376
No,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-03 12:20:05.200372
No,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-03 12:20:05.266245
No,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-03 12:20:05.270244
No,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-03 12:20:05.403545
No,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-03 12:20:05.415541
No,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-03 12:20:06.703597
No,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-03 12:20:06.737117
No,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-03 12:20:07.792209
No,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-03 12:20:07.844131
No,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-03 12:20:08.217631
No,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-03 12:20:08.367674
No,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-03 12:20:09.534557
No,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-03 12:20:09.686195
No,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-03 12:20:09.841202
No,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-03 12:20:09.843203
No,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-03 12:20:09.846206
No,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-03 12:20:11.318652
No,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-03 12:20:11.532905
No,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-03 12:20:11.569907
No,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-03 12:20:11.674909
No,sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-03-03 12:20:11.822858
No,sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-03-03 12:20:11.852860
No,sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-03-03 12:20:11.858860
No,sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-03-03 12:20:11.860860
No,sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-03-03 12:20:11.873861
No,sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-03-03 12:20:11.886862
No,sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-03-03 12:20:12.339240
No,sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-03-03 12:20:12.399985
No,sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-03-03 12:20:12.810732
No,sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-03-03 12:20:13.055724
No,sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-03-03 12:20:13.182942
No,sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-03-03 12:20:13.192943
No,sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-03-03 12:20:13.267945
