Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-02-10 01:59:49.545347
sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-02-10 01:59:49.613855
sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-02-10 01:59:49.884462
sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-02-10 01:59:49.923051
sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-02-10 01:59:50.513108
sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-02-10 01:59:50.515108
sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-02-10 01:59:50.587980
sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-02-10 01:59:50.593493
sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-02-10 01:59:50.760711
sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-02-10 01:59:50.774213
sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-02-10 01:59:52.511911
sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-02-10 01:59:52.547843
sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-02-10 01:59:53.988841
sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-02-10 01:59:54.046606
sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-02-10 01:59:54.528555
sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-02-10 01:59:54.700184
sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-02-10 01:59:56.430385
sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-02-10 01:59:56.600383
sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-02-10 01:59:56.785021
sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-02-10 01:59:56.786020
sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-02-10 01:59:56.789020
sklearn,sklearn.cluster.tests.common,35,12,SliceExpr,int,,SliceExpr,2025-02-10 01:59:57.538919
sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-02-10 02:00:05.477155
sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-02-10 02:00:05.733635
sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-02-10 02:00:05.786242
sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-02-10 02:00:05.937657
sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-02-10 02:00:06.141072
sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-02-10 02:00:06.178124
sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-02-10 02:00:06.185125
sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-02-10 02:00:06.186127
sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-02-10 02:00:06.202151
sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-02-10 02:00:06.217689
sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-02-10 02:00:08.359111
sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-02-10 02:00:08.467673
sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-02-10 02:00:09.009974
sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-02-10 02:00:09.346634
sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-02-10 02:00:09.515023
sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-02-10 02:00:09.526602
sklearn,sklearn.datasets._openml,531,24,OpExpr,"UnionType[Dict[Any, Any], None]",,OpExpr,2025-02-10 02:00:09.622522
sklearn,sklearn.datasets._openml,1026,7,OpExpr,"UnionType[str, bool]",,OpExpr,2025-02-10 02:00:09.720514
sklearn,sklearn.datasets._rcv1,184,7,OpExpr,bool,,OpExpr,2025-02-10 02:00:09.786738
sklearn,sklearn.datasets._rcv1,210,7,OpExpr,bool,,OpExpr,2025-02-10 02:00:09.834299
sklearn,sklearn.datasets._rcv1,275,12,OpExpr,str,,OpExpr,2025-02-10 02:00:09.856344
sklearn,sklearn.datasets._samples_generator,199,7,OpExpr,int,,OpExpr,2025-02-10 02:00:09.914654
sklearn,sklearn.datasets._samples_generator,211,64,OpExpr,int,,OpExpr,2025-02-10 02:00:09.917223
sklearn,sklearn.datasets._samples_generator,206,31,OpExpr,int,,OpExpr,2025-02-10 02:00:09.919229
sklearn,sklearn.datasets._samples_generator,216,43,OpExpr,int,,OpExpr,2025-02-10 02:00:09.920227
sklearn,sklearn.datasets._samples_generator,222,26,OpExpr,None,,OpExpr,2025-02-10 02:00:09.920227
sklearn,sklearn.datasets._samples_generator,220,27,OpExpr,int,,OpExpr,2025-02-10 02:00:09.925240
sklearn,sklearn.datasets._samples_generator,227,18,OpExpr,int,,OpExpr,2025-02-10 02:00:09.925240
sklearn,sklearn.datasets._samples_generator,227,19,OpExpr,int,,OpExpr,2025-02-10 02:00:09.926747
sklearn,sklearn.datasets._samples_generator,229,16,OpExpr,int,,OpExpr,2025-02-10 02:00:09.927755
sklearn,sklearn.datasets._samples_generator,230,17,OpExpr,int,,OpExpr,2025-02-10 02:00:09.928756
sklearn,sklearn.datasets._samples_generator,234,12,OpExpr,int,,OpExpr,2025-02-10 02:00:09.929756
sklearn,sklearn.datasets._samples_generator,234,32,OpExpr,int,,OpExpr,2025-02-10 02:00:09.930753
sklearn,sklearn.datasets._samples_generator,249,17,OpExpr,float,,OpExpr,2025-02-10 02:00:09.943278
sklearn,sklearn.datasets._samples_generator,262,24,OpExpr,int,,OpExpr,2025-02-10 02:00:09.964386
sklearn,sklearn.datasets._samples_generator,273,29,OpExpr,int,,OpExpr,2025-02-10 02:00:09.985437
sklearn,sklearn.datasets._samples_generator,279,12,OpExpr,int,,OpExpr,2025-02-10 02:00:09.989038
sklearn,sklearn.datasets._samples_generator,281,17,OpExpr,int,,OpExpr,2025-02-10 02:00:09.995554
sklearn,sklearn.datasets._samples_generator,294,16,OpExpr,float,,OpExpr,2025-02-10 02:00:10.005064
sklearn,sklearn.datasets._samples_generator,429,17,OpExpr,int,,OpExpr,2025-02-10 02:00:10.034599
sklearn,sklearn.datasets._samples_generator,430,15,OpExpr,bool,,OpExpr,2025-02-10 02:00:10.035600
sklearn,sklearn.datasets._samples_generator,676,8,OpExpr,float,,OpExpr,2025-02-10 02:00:10.103430
sklearn,sklearn.datasets._samples_generator,755,24,OpExpr,int,,OpExpr,2025-02-10 02:00:10.142295
sklearn,sklearn.datasets._samples_generator,768,19,OpExpr,float,,OpExpr,2025-02-10 02:00:10.155734
sklearn,sklearn.datasets._samples_generator,769,19,OpExpr,float,,OpExpr,2025-02-10 02:00:10.159249
sklearn,sklearn.datasets._samples_generator,831,24,OpExpr,int,,OpExpr,2025-02-10 02:00:10.179383
sklearn,sklearn.datasets._samples_generator,1348,16,OpExpr,float,,OpExpr,2025-02-10 02:00:10.351699
sklearn,sklearn.datasets._samples_generator,1348,52,OpExpr,int,,OpExpr,2025-02-10 02:00:10.353705
sklearn,sklearn.datasets._samples_generator,1349,34,OpExpr,int,,OpExpr,2025-02-10 02:00:10.355705
sklearn,sklearn.datasets._samples_generator,1631,23,OpExpr,float,,OpExpr,2025-02-10 02:00:10.474121
sklearn,sklearn.datasets._samples_generator,1631,39,OpExpr,None,,OpExpr,2025-02-10 02:00:10.477128
sklearn,sklearn.datasets._samples_generator,1632,8,OpExpr,float,,OpExpr,2025-02-10 02:00:10.479128
sklearn,sklearn.datasets._samples_generator,1864,29,OpExpr,None,,OpExpr,2025-02-10 02:00:10.630643
sklearn,sklearn.datasets._samples_generator,1868,11,OpExpr,int,,OpExpr,2025-02-10 02:00:10.633645
sklearn,sklearn.datasets._samples_generator,1873,22,OpExpr,int,,OpExpr,2025-02-10 02:00:10.638643
sklearn,sklearn.datasets._samples_generator,1873,37,OpExpr,int,,OpExpr,2025-02-10 02:00:10.640073
sklearn,sklearn.datasets._samples_generator,1873,49,OpExpr,int,,OpExpr,2025-02-10 02:00:10.642050
sklearn,sklearn.datasets._svmlight_format_io,526,11,OpExpr,bool,,OpExpr,2025-02-10 02:00:11.118719
sklearn,sklearn.datasets._svmlight_format_io,531,11,OpExpr,bool,,OpExpr,2025-02-10 02:00:11.121725
sklearn,sklearn.decomposition._dict_learning,188,46,OpExpr,None,,OpExpr,2025-02-10 02:00:15.232347
sklearn,sklearn.decomposition._dict_learning,442,16,ConditionalExpr,None,,ConditionalExpr,2025-02-10 02:00:15.310500
sklearn,sklearn.decomposition._dict_learning,446,17,ConditionalExpr,None,,ConditionalExpr,2025-02-10 02:00:15.312501
sklearn,sklearn.decomposition._dict_learning,515,29,OpExpr,None,,OpExpr,2025-02-10 02:00:15.330010
sklearn,sklearn.decomposition._dict_learning,515,30,OpExpr,None,,OpExpr,2025-02-10 02:00:15.330010
sklearn,sklearn.decomposition._dict_learning,534,7,OpExpr,bool,,OpExpr,2025-02-10 02:00:15.354449
sklearn,sklearn.decomposition._dict_learning,889,30,OpExpr,str,,OpExpr,2025-02-10 02:00:15.461630
sklearn,sklearn.decomposition._dict_learning,933,13,OpExpr,str,,OpExpr,2025-02-10 02:00:15.478658
sklearn,sklearn.decomposition._dict_learning,987,9,OpExpr,str,,OpExpr,2025-02-10 02:00:15.532311
sklearn,sklearn.decomposition._dict_learning,996,41,OpExpr,bool,,OpExpr,2025-02-10 02:00:15.543790
sklearn,sklearn.decomposition._dict_learning,1015,26,OpExpr,int,,OpExpr,2025-02-10 02:00:15.547297
sklearn,sklearn.decomposition._dict_learning,1017,26,OpExpr,int,,OpExpr,2025-02-10 02:00:15.548323
sklearn,sklearn.decomposition._dict_learning,1014,16,OpExpr,int,,OpExpr,2025-02-10 02:00:15.550318
sklearn,sklearn.decomposition._dict_learning,1018,16,OpExpr,int,,OpExpr,2025-02-10 02:00:15.550318
sklearn,sklearn.decomposition._dict_learning,989,44,OpExpr,str,,OpExpr,2025-02-10 02:00:15.567614
sklearn,sklearn.decomposition._factor_analysis,454,41,OpExpr,float,,OpExpr,2025-02-10 02:00:16.149752
sklearn,sklearn.decomposition._nmf,493,27,OpExpr,int,,OpExpr,2025-02-10 02:00:17.270765
sklearn,sklearn.decomposition._nmf,714,12,OpExpr,None,,OpExpr,2025-02-10 02:00:17.441805
sklearn,sklearn.decomposition._nmf,817,23,OpExpr,str,,OpExpr,2025-02-10 02:00:17.454990
sklearn,sklearn.decomposition._nmf,819,23,OpExpr,str,,OpExpr,2025-02-10 02:00:17.456021
sklearn,sklearn.decomposition._nmf,828,27,OpExpr,int,,OpExpr,2025-02-10 02:00:17.493321
sklearn,sklearn.decomposition._nmf,884,7,OpExpr,int,,OpExpr,2025-02-10 02:00:17.497832
sklearn,sklearn.ensemble._gb,244,16,ConditionalExpr,None,,ConditionalExpr,2025-02-10 02:00:24.631166
sklearn,sklearn.ensemble._gb_losses,229,25,OpExpr,None,,OpExpr,2025-02-10 02:00:25.086446
sklearn,sklearn.ensemble._gb_losses,438,19,OpExpr,None,,OpExpr,2025-02-10 02:00:25.202763
sklearn,sklearn.ensemble._gb_losses,508,26,OpExpr,float,,OpExpr,2025-02-10 02:00:25.259235
sklearn,sklearn.ensemble._gb_losses,538,19,OpExpr,None,,OpExpr,2025-02-10 02:00:25.276744
sklearn,sklearn.ensemble._gb_losses,685,20,OpExpr,None,,OpExpr,2025-02-10 02:00:25.334652
sklearn,sklearn.ensemble.tests.test_forest,1495,22,SliceExpr,int,,SliceExpr,2025-02-10 02:00:28.753421
sklearn,sklearn.ensemble._hist_gradient_boosting.grower,256,33,OpExpr,int,,OpExpr,2025-02-10 02:00:33.670087
sklearn,sklearn.ensemble._hist_gradient_boosting.grower,298,33,OpExpr,int,,OpExpr,2025-02-10 02:00:33.719516
sklearn,sklearn.ensemble._hist_gradient_boosting.grower,734,15,OpExpr,int,,OpExpr,2025-02-10 02:00:33.966390
sklearn,sklearn.ensemble._hist_gradient_boosting.tests.test_grower,27,30,OpExpr,int,,OpExpr,2025-02-10 02:00:35.793062
sklearn,sklearn.ensemble._hist_gradient_boosting.tests.test_grower,40,46,OpExpr,int,,OpExpr,2025-02-10 02:00:35.797060
sklearn,sklearn.ensemble._hist_gradient_boosting.tests.test_grower,37,32,OpExpr,int,,OpExpr,2025-02-10 02:00:35.799062
sklearn,sklearn.ensemble._hist_gradient_boosting.tests.test_monotonic_contraints,116,22,OpExpr,None,,OpExpr,2025-02-10 02:00:36.693460
sklearn,sklearn.externals._arff,402,27,OpExpr,str,,OpExpr,2025-02-10 02:00:38.149077
sklearn,sklearn.externals._packaging.version,450,7,OpExpr,"UnionType[str, bytes, SupportsInt]",,OpExpr,2025-02-10 02:00:38.784692
sklearn,sklearn.feature_extraction.image,47,25,OpExpr,int,,OpExpr,2025-02-10 02:00:38.817239
sklearn,sklearn.feature_extraction.image,280,29,OpExpr,None,,OpExpr,2025-02-10 02:00:38.979033
sklearn,sklearn.feature_extraction.text,1233,24,SliceExpr,None,,SliceExpr,2025-02-10 02:00:39.498359
sklearn,sklearn.feature_extraction._dict_vectorizer,128,15,OpExpr,bool,,OpExpr,2025-02-10 02:00:39.884457
sklearn,sklearn.feature_extraction._dict_vectorizer,132,15,OpExpr,bool,,OpExpr,2025-02-10 02:00:39.887967
sklearn,sklearn.feature_selection._univariate_selection,440,31,ConditionalExpr,bool,,ConditionalExpr,2025-02-10 02:00:43.551999
sklearn,sklearn.gaussian_process.kernels,1377,11,OpExpr,bool,,OpExpr,2025-02-10 02:00:47.170557
sklearn,sklearn.gaussian_process._gpr,394,11,OpExpr,bool,,OpExpr,2025-02-10 02:00:48.011987
sklearn,sklearn.inspection._partial_dependence,682,29,GeneratorExpr,None,,GeneratorExpr,2025-02-10 02:00:52.796601
sklearn,sklearn.inspection._plot.decision_boundary,188,11,OpExpr,None,,OpExpr,2025-02-10 02:00:54.167476
sklearn,sklearn.inspection._plot.decision_boundary,191,11,OpExpr,None,,OpExpr,2025-02-10 02:00:54.168481
sklearn,sklearn.inspection._plot.decision_boundary,330,25,OpExpr,float,,OpExpr,2025-02-10 02:00:54.198219
