Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-02-08 13:17:26.635303
sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-02-08 13:17:26.707279
sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-02-08 13:17:26.984316
sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-02-08 13:17:27.031773
sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-02-08 13:17:27.540929
sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-02-08 13:17:27.542921
sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-02-08 13:17:27.624093
sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-02-08 13:17:27.629161
sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-02-08 13:17:27.792773
sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-02-08 13:17:27.809559
sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-02-08 13:17:29.549889
sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-02-08 13:17:29.590937
sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-02-08 13:17:30.945636
sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-02-08 13:17:31.015500
sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-02-08 13:17:31.493954
sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-02-08 13:17:31.698408
sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-02-08 13:17:33.186465
sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-02-08 13:17:33.382920
sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-02-08 13:17:33.582891
sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-02-08 13:17:33.586017
sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-02-08 13:17:33.589014
sklearn,sklearn.cluster.tests.common,35,12,SliceExpr,int,,SliceExpr,2025-02-08 13:17:34.337439
sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-02-08 13:17:42.078653
sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-02-08 13:17:42.357589
sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-02-08 13:17:42.413476
sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-02-08 13:17:42.548471
sklearn,sklearn.covariance._shrunk_covariance,142,18,OpExpr,float,,OpExpr,2025-02-08 13:17:42.749690
sklearn,sklearn.covariance._shrunk_covariance,340,19,OpExpr,int,,OpExpr,2025-02-08 13:17:42.788032
sklearn,sklearn.covariance._shrunk_covariance,349,41,OpExpr,int,,OpExpr,2025-02-08 13:17:42.797168
sklearn,sklearn.covariance._shrunk_covariance,350,41,OpExpr,int,,OpExpr,2025-02-08 13:17:42.799168
sklearn,sklearn.covariance._shrunk_covariance,353,37,OpExpr,int,,OpExpr,2025-02-08 13:17:42.818905
sklearn,sklearn.covariance._shrunk_covariance,357,37,OpExpr,int,,OpExpr,2025-02-08 13:17:42.835241
sklearn,sklearn.datasets._arff_parser,249,24,OpExpr,None,,OpExpr,2025-02-08 13:17:44.913631
sklearn,sklearn.datasets._arff_parser,399,53,OpExpr,None,,OpExpr,2025-02-08 13:17:44.996082
sklearn,sklearn.datasets._covtype,188,9,OpExpr,bool,,OpExpr,2025-02-08 13:17:45.495599
sklearn,sklearn.datasets._lfw,216,12,OpExpr,int,,OpExpr,2025-02-08 13:17:45.843958
sklearn,sklearn.datasets._openml,39,49,OpExpr,str,,OpExpr,2025-02-08 13:17:46.011679
sklearn,sklearn.datasets._openml,145,18,OpExpr,str,,OpExpr,2025-02-08 13:17:46.030123
