Type-Aware,Library,Module,Line,Column,Expr kind,Type Hint,DocString,Mypy inferred type,Date
Yes,sklearn,sklearn.utils,571,9,OpExpr,bool,,OpExpr,2025-03-01 05:11:49.294718
Yes,sklearn,sklearn.utils,784,11,OpExpr,int,,OpExpr,2025-03-01 05:11:49.391830
Yes,sklearn,sklearn.base,195,15,OpExpr,bool,,OpExpr,2025-03-01 05:11:49.757086
Yes,sklearn,sklearn.base,291,18,OpExpr,int,,OpExpr,2025-03-01 05:11:49.816577
Yes,sklearn,sklearn.calibration,862,17,MemberExpr,None,,"Any, Any",2025-03-01 05:11:50.639535
Yes,sklearn,sklearn.calibration,863,17,MemberExpr,None,,"Any, Any",2025-03-01 05:11:50.643530
Yes,sklearn,sklearn.calibration,1049,38,OpExpr,int,,OpExpr,2025-03-01 05:11:50.767656
Yes,sklearn,sklearn.calibration,1052,37,OpExpr,int,,OpExpr,2025-03-01 05:11:50.774648
Yes,sklearn,sklearn.discriminant_analysis,70,20,ConditionalExpr,None,,ConditionalExpr,2025-03-01 05:11:51.010871
Yes,sklearn,sklearn.discriminant_analysis,91,16,OpExpr,None,,OpExpr,2025-03-01 05:11:51.035940
Yes,sklearn,sklearn.multioutput,67,25,ConditionalExpr,None,,ConditionalExpr,2025-03-01 05:11:53.902146
Yes,sklearn,sklearn.multioutput,194,16,ConditionalExpr,None,,ConditionalExpr,2025-03-01 05:11:53.958861
Yes,sklearn,sklearn.random_projection,134,25,OpExpr,float,,OpExpr,2025-03-01 05:11:55.988035
Yes,sklearn,sklearn.random_projection,301,23,OpExpr,str,,OpExpr,2025-03-01 05:11:56.086800
Yes,sklearn,sklearn.cluster._agglomerative,315,18,OpExpr,None,,OpExpr,2025-03-01 05:11:56.760552
Yes,sklearn,sklearn.cluster._agglomerative,599,18,OpExpr,None,,OpExpr,2025-03-01 05:11:57.084806
Yes,sklearn,sklearn.cluster._kmeans,1030,18,OpExpr,None,,OpExpr,2025-03-01 05:11:59.181213
Yes,sklearn,sklearn.cluster._kmeans,1659,7,OpExpr,bool,,OpExpr,2025-03-01 05:11:59.451303
Yes,sklearn,sklearn.cluster._mean_shift,84,14,IndexExpr,int,,"Any, Any",2025-03-01 05:11:59.723726
Yes,sklearn,sklearn.cluster._mean_shift,84,14,SliceExpr,None,,SliceExpr,2025-03-01 05:11:59.726752
Yes,sklearn,sklearn.cluster._mean_shift,86,22,OpExpr,float,,OpExpr,2025-03-01 05:11:59.731175
Yes,sklearn,sklearn.covariance._graph_lasso,655,27,OpExpr,bool,,OpExpr,2025-03-01 05:12:02.495532
Yes,sklearn,sklearn.covariance._robust_covariance,180,16,OpExpr,int,,OpExpr,2025-03-01 05:12:02.886940
Yes,sklearn,sklearn.covariance._robust_covariance,348,17,SliceExpr,int,,SliceExpr,2025-03-01 05:12:02.953254
Yes,sklearn,sklearn.covariance._robust_covariance,516,20,IndexExpr,None,,"Any, Any",2025-03-01 05:12:03.137900
