Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Date
No,sklearn,sklearn.base,__sklearn_clone__,75,15,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.546108
No,sklearn,sklearn.base,_clone_parametrized,76,11,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.547207
No,sklearn,sklearn.base,clone,85,31,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.551493
No,sklearn,sklearn.base,clone,107,34,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.551493
No,sklearn,sklearn.base,get_params,105,24,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.556443
No,sklearn,sklearn.base,get_params,115,17,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.557440
No,sklearn,sklearn.utils._metadata_requests,request_is_valid,279,42,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.589563
No,sklearn,sklearn.utils._metadata_requests,request_is_valid,281,19,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.589563
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,421,15,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.591964
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,724,16,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.594259
No,sklearn,sklearn.utils._metadata_requests,_get_param_names,733,24,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.594259
No,sklearn,sklearn.base,_get_param_names,193,19,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.601285
No,sklearn,sklearn.base,get_params,196,29,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.603280
No,sklearn,sklearn.base,update,197,16,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.603280
No,sklearn,sklearn.pipeline,_get_params,194,15,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.605275
No,sklearn,sklearn.pipeline,_get_params,1113,15,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.606272
No,sklearn,sklearn.compose._column_transformer,_get_params,330,15,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.607283
No,sklearn,sklearn.ensemble._base,_get_params,334,15,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.608267
No,sklearn,sklearn.ensemble.tests.test_base,make_steps,79,20,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.609264
No,sklearn,sklearn.ensemble.tests.test_base,_set_random_states,80,4,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.610262
No,sklearn,sklearn.ensemble.tests.test_base,get_params,84,8,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.611259
No,sklearn,sklearn.ensemble.tests.test_base,get_params,85,11,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.612256
No,sklearn,sklearn.ensemble.tests.test_base,get_params,93,21,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.612256
No,sklearn,sklearn.ensemble.tests.test_base,get_params,98,21,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.618537
No,sklearn,sklearn.gaussian_process.kernels,get_params,681,25,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.639931
No,sklearn,sklearn.gaussian_process.kernels,get_params,683,25,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.639931
No,sklearn,sklearn.gaussian_process.kernels,update,682,12,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.640960
No,sklearn,sklearn.gaussian_process.kernels,update,684,12,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.640960
No,sklearn,sklearn.gaussian_process.kernels,get_params,1031,25,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.646338
No,sklearn,sklearn.gaussian_process.kernels,update,1032,12,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.647340
No,sklearn,sklearn.model_selection.tests.test_successive_halving,get_params,52,17,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.652725
No,sklearn,sklearn.utils.tests.test_pprint,get_params,629,21,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.657927
No,sklearn,sklearn.utils.tests.test_pprint,update,630,12,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.658963
No,sklearn,sklearn.base,get_params,222,23,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.661052
No,sklearn,sklearn.base,_get_param_names,228,37,No,0,2,Found no referenced functions,,None,2025-01-16 20:50:32.662055
No,sklearn,sklearn.base,set_params,262,12,No,0,18,Found no referenced functions,,None,2025-01-16 20:50:32.805297
No,sklearn,sklearn.pipeline,_set_params,215,8,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.812278
No,sklearn,sklearn.pipeline,_set_params,1134,8,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.813276
No,sklearn,sklearn.compose._column_transformer,_set_params,349,8,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.814274
No,sklearn,sklearn.ensemble._base,_set_params,312,8,No,0,1,Found no referenced functions,,None,2025-01-16 20:50:32.815299
No,sklearn,sklearn.gaussian_process.kernels,get_params,211,23,No,0,21,Found no referenced functions,,None,2025-01-16 20:50:32.817997
