Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
No,safeds,No,safeds.data.image.containers._image.from_file.46.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.539726
No,safeds,No,safeds.data.image.containers._image.from_bytes.65.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-07 17:42:21.541838
No,safeds,No,safeds.data.image.containers._image.__init__.89.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-07 17:42:21.542837
No,safeds,No,safeds.data.image.containers._image.__eq__.92.4,9,9,6,1,2,1.0,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.543837
No,safeds,No,safeds.data.image.containers._image.__sizeof__.112.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.545835
No,safeds,No,safeds.data.image.containers._image._repr_jpeg_.122.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.547031
No,safeds,No,safeds.data.image.containers._image._repr_png_.143.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.548031
No,safeds,No,safeds.data.image.containers._image._set_device.160.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.549029
No,safeds,No,safeds.data.image.containers._image.width.176.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 17:42:21.550028
No,safeds,No,safeds.data.image.containers._image.height.188.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 17:42:21.550028
No,safeds,No,safeds.data.image.containers._image.channel.200.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 17:42:21.551027
No,safeds,No,safeds.data.image.containers._image.device.212.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 17:42:21.552153
No,safeds,No,safeds.data.image.containers._image.to_jpeg_file.227.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-03-07 17:42:21.553154
No,safeds,No,safeds.data.image.containers._image.to_png_file.244.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.553154
No,safeds,No,safeds.data.image.containers._image.resize.263.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.554151
No,safeds,No,safeds.data.image.containers._image.convert_to_grayscale.279.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.555151
No,safeds,No,safeds.data.image.containers._image.crop.301.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.556149
No,safeds,No,safeds.data.image.containers._image.flip_vertically.321.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.557250
No,safeds,No,safeds.data.image.containers._image.flip_horizontally.334.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.558250
No,safeds,No,safeds.data.image.containers._image.adjust_brightness.347.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Impure,2025-03-07 17:42:21.558250
No,safeds,No,safeds.data.image.containers._image.add_noise.391.4,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-03-07 17:42:21.559249
No,safeds,No,safeds.data.image.containers._image.adjust_contrast.419.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Impure,2025-03-07 17:42:21.560248
No,safeds,No,safeds.data.image.containers._image.adjust_color_balance.462.4,12,11,10,0,2,0.9166666666666666,0.8333333333333334,Impure,Impure,2025-03-07 17:42:21.562393
No,safeds,No,safeds.data.image.containers._image.blur.500.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.563393
No,safeds,No,safeds.data.image.containers._image.sharpen.519.4,9,8,8,0,1,0.8888888888888888,0.8888888888888888,Impure,Impure,2025-03-07 17:42:21.564396
No,safeds,No,safeds.data.image.containers._image.invert_colors.562.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.565390
No,safeds,No,safeds.data.image.containers._image.rotate_right.581.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.566389
No,safeds,No,safeds.data.image.containers._image.rotate_left.594.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.567519
No,safeds,No,safeds.data.image.containers._image.find_edges.607.4,7,6,5,0,2,0.8571428571428571,0.7142857142857143,Impure,Impure,2025-03-07 17:42:21.568520
No,safeds,No,safeds.data.tabular.containers._column._from_pandas_series.55.4,34,34,30,1,3,1.0,0.8823529411764706,Impure,Impure,2025-03-07 17:42:21.569519
No,safeds,No,safeds.data.tabular.containers._column.__init__.89.4,69,71,60,3,5,1.0289855072463767,0.8695652173913043,Impure,Impure,2025-03-07 17:42:21.570518
No,safeds,No,safeds.data.tabular.containers._column.__contains__.113.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-03-07 17:42:21.571517
No,safeds,No,safeds.data.tabular.containers._column.__eq__.116.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.572600
No,safeds,No,safeds.data.tabular.containers._column.__getitem__.155.4,75,77,65,3,5,1.0266666666666666,0.8666666666666667,Impure,Impure,2025-03-07 17:42:21.573601
No,safeds,No,safeds.data.tabular.containers._column.__iter__.194.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.574600
No,safeds,No,safeds.data.tabular.containers._column.__len__.215.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.575599
No,safeds,No,safeds.data.tabular.containers._column.__repr__.233.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.577596
No,safeds,No,safeds.data.tabular.containers._column.__sizeof__.251.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.578597
No,safeds,No,safeds.data.tabular.containers._column.__str__.261.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.579593
No,safeds,No,safeds.data.tabular.containers._column.name.284.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-07 17:42:21.580592
No,safeds,No,safeds.data.tabular.containers._column.number_of_rows.303.4,2,1,1,0,1,0.5,0.5,Impure,Pure,2025-03-07 17:42:21.581591
No,safeds,No,safeds.data.tabular.containers._column.type.315.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-03-07 17:42:21.582590
No,safeds,No,safeds.data.tabular.containers._column.get_unique_values.341.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-03-07 17:42:21.583899
No,safeds,No,safeds.data.tabular.containers._column.get_value.359.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-03-07 17:42:21.584602
