Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,safeds,No,safeds.data.image.containers._image.convert_to_grayscale.279.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.588507
Yes,safeds,No,safeds.data.image.containers._image.crop.301.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.588507
Yes,safeds,No,safeds.data.image.containers._image.flip_vertically.321.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.590505
Yes,safeds,No,safeds.data.image.containers._image.flip_horizontally.334.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.591515
Yes,safeds,No,safeds.data.image.containers._image.adjust_brightness.347.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-14 00:55:23.592495
Yes,safeds,No,safeds.data.image.containers._image.add_noise.391.4,38,37,28,6,0.9736842105263158,0.7368421052631579,Impure,Impure,2025-01-14 00:55:23.593492
Yes,safeds,No,safeds.data.image.containers._image.adjust_contrast.419.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-14 00:55:23.594490
Yes,safeds,No,safeds.data.image.containers._image.adjust_color_balance.462.4,44,43,32,6,0.9772727272727273,0.7272727272727273,Impure,Impure,2025-01-14 00:55:23.595487
Yes,safeds,No,safeds.data.image.containers._image.blur.500.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.596484
Yes,safeds,No,safeds.data.image.containers._image.sharpen.519.4,40,39,30,6,0.975,0.75,Impure,Impure,2025-01-14 00:55:23.596484
Yes,safeds,No,safeds.data.image.containers._image.invert_colors.562.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.597778
Yes,safeds,No,safeds.data.image.containers._image.rotate_right.581.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.598781
Yes,safeds,No,safeds.data.image.containers._image.rotate_left.594.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.598781
Yes,safeds,No,safeds.data.image.containers._image.find_edges.607.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-14 00:55:23.599813
Yes,safeds,No,safeds.data.tabular.containers._column._from_pandas_series.55.4,41,40,29,4,0.975609756097561,0.7073170731707317,Impure,Impure,2025-01-14 00:55:23.601116
Yes,safeds,No,safeds.data.tabular.containers._column.__init__.89.4,40,39,28,4,0.975,0.7,Impure,Impure,2025-01-14 00:55:23.602628
Yes,safeds,No,safeds.data.tabular.containers._column.__contains__.113.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.602628
Yes,safeds,No,safeds.data.tabular.containers._column.__eq__.116.4,3,2,2,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-14 00:55:23.603717
Yes,safeds,No,safeds.data.tabular.containers._column.__getitem__.155.4,49,48,34,5,0.9795918367346939,0.6938775510204082,Impure,Impure,2025-01-14 00:55:23.604990
Yes,safeds,No,safeds.data.tabular.containers._column.__iter__.194.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.604990
Yes,safeds,No,safeds.data.tabular.containers._column.__len__.215.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.606080
Yes,safeds,No,safeds.data.tabular.containers._column.__repr__.233.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.607483
Yes,safeds,No,safeds.data.tabular.containers._column.__sizeof__.251.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.608656
Yes,safeds,No,safeds.data.tabular.containers._column.__str__.261.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.608656
Yes,safeds,No,safeds.data.tabular.containers._column.name.284.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-14 00:55:23.609871
Yes,safeds,No,safeds.data.tabular.containers._column.number_of_rows.303.4,2,1,1,1,0.5,0.5,Impure,Pure,2025-01-14 00:55:23.611158
Yes,safeds,No,safeds.data.tabular.containers._column.type.315.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-14 00:55:23.611158
Yes,safeds,No,safeds.data.tabular.containers._column.get_unique_values.341.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.612305
Yes,safeds,No,safeds.data.tabular.containers._column.get_value.359.4,6,5,3,3,0.8333333333333334,0.5,Impure,Impure,2025-01-14 00:55:23.613355
Yes,safeds,No,safeds.data.tabular.containers._column.all.394.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.614609
Yes,safeds,No,safeds.data.tabular.containers._column.any.420.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.614609
Yes,safeds,No,safeds.data.tabular.containers._column.none.446.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.615795
Yes,safeds,No,safeds.data.tabular.containers._column.has_missing_values.473.4,5,4,3,2,0.8,0.6,Impure,Impure,2025-01-14 00:55:23.617194
Yes,safeds,No,safeds.data.tabular.containers._column.rename.499.4,43,42,30,5,0.9767441860465116,0.6976744186046512,Impure,Impure,2025-01-14 00:55:23.618507
Yes,safeds,No,safeds.data.tabular.containers._column.transform.524.4,43,42,29,6,0.9767441860465116,0.6744186046511628,Impure,Impure,2025-01-14 00:55:23.619703
Yes,safeds,No,safeds.data.tabular.containers._column.correlation_with.552.4,16,15,11,3,0.9375,0.6875,Impure,Impure,2025-01-14 00:55:23.619703
Yes,safeds,No,safeds.data.tabular.containers._column.idness.591.4,5,4,2,3,0.8,0.4,Impure,Impure,2025-01-14 00:55:23.620846
Yes,safeds,No,safeds.data.tabular.containers._column.maximum.626.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-14 00:55:23.622252
Yes,safeds,No,safeds.data.tabular.containers._column.mean.651.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-14 00:55:23.623348
Yes,safeds,No,safeds.data.tabular.containers._column.median.676.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-14 00:55:23.624399
Yes,safeds,No,safeds.data.tabular.containers._column.minimum.706.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-14 00:55:23.625402
Yes,safeds,No,safeds.data.tabular.containers._column.missing_value_ratio.731.4,7,6,3,3,0.8571428571428571,0.42857142857142855,Impure,Impure,2025-01-14 00:55:23.625402
Yes,safeds,No,safeds.data.tabular.containers._column.mode.760.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.626579
Yes,safeds,No,safeds.data.tabular.containers._column.stability.782.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-14 00:55:23.627877
Yes,safeds,No,safeds.data.tabular.containers._column.standard_deviation.823.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-14 00:55:23.628930
Yes,safeds,No,safeds.data.tabular.containers._column.sum.852.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-14 00:55:23.629939
Yes,safeds,No,safeds.data.tabular.containers._column.variance.877.4,12,11,9,3,0.9166666666666666,0.75,Impure,Impure,2025-01-14 00:55:23.629939
Yes,safeds,No,safeds.data.tabular.containers._column.plot_boxplot.907.4,24,23,19,3,0.9583333333333334,0.7916666666666666,Impure,Impure,2025-01-14 00:55:23.631002
Yes,safeds,No,safeds.data.tabular.containers._column.plot_histogram.943.4,13,12,10,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-14 00:55:23.632327
Yes,safeds,No,safeds.data.tabular.containers._column.to_html.979.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.633350
Yes,safeds,No,safeds.data.tabular.containers._column._repr_html_.1004.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.633350
Yes,safeds,No,safeds.data.tabular.containers._column._count_missing_values.1029.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.634592
Yes,safeds,No,safeds.data.tabular.containers._row.from_dict.40.4,51,50,34,7,0.9803921568627451,0.6666666666666666,Impure,Impure,2025-01-14 00:55:23.635662
Yes,safeds,No,safeds.data.tabular.containers._row._from_pandas_dataframe.62.4,50,49,35,5,0.98,0.7,Impure,Impure,2025-01-14 00:55:23.637154
Yes,safeds,No,safeds.data.tabular.containers._row.__init__.109.4,48,47,33,5,0.9791666666666666,0.6875,Impure,Pure,2025-01-14 00:55:23.638249
Yes,safeds,No,safeds.data.tabular.containers._row.__contains__.132.4,4,3,2,2,0.75,0.5,Impure,Impure,2025-01-14 00:55:23.638249
Yes,safeds,No,safeds.data.tabular.containers._row.__eq__.158.4,3,2,2,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-14 00:55:23.639267
Yes,safeds,No,safeds.data.tabular.containers._row.__getitem__.191.4,10,9,5,4,0.9,0.5,Impure,Impure,2025-01-14 00:55:23.640276
Yes,safeds,No,safeds.data.tabular.containers._row.__iter__.219.4,2,1,1,1,0.5,0.5,Impure,Pure,2025-01-14 00:55:23.641262
Yes,safeds,No,safeds.data.tabular.containers._row.__len__.237.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.642259
Yes,safeds,No,safeds.data.tabular.containers._row.__repr__.255.4,1,0,1,0,0.0,1.0,Pure,Pure,2025-01-14 00:55:23.643256
Yes,safeds,No,safeds.data.tabular.containers._row.__sizeof__.273.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.644253
Yes,safeds,No,safeds.data.tabular.containers._row.__str__.283.4,13,12,7,5,0.9230769230769231,0.5384615384615384,Impure,Impure,2025-01-14 00:55:23.645251
Yes,safeds,No,safeds.data.tabular.containers._row.column_names.314.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-14 00:55:23.645251
Yes,safeds,No,safeds.data.tabular.containers._row.number_of_column.333.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-14 00:55:23.646248
Yes,safeds,No,safeds.data.tabular.containers._row.schema.352.4,1,0,1,0,0.0,1.0,Impure,Pure,2025-01-14 00:55:23.647246
Yes,safeds,No,safeds.data.tabular.containers._row.get_value.373.4,9,8,5,3,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-14 00:55:23.648243
Yes,safeds,No,safeds.data.tabular.containers._row.has_column.404.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.649240
Yes,safeds,No,safeds.data.tabular.containers._row.get_column_type.430.4,9,8,5,4,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-14 00:55:23.650237
Yes,safeds,No,safeds.data.tabular.containers._row.sort_columns.462.4,66,65,43,8,0.9848484848484849,0.6515151515151515,Impure,Impure,2025-01-14 00:55:23.651235
Yes,safeds,No,safeds.data.tabular.containers._row.to_dict.495.4,10,9,5,4,0.9,0.5,Impure,Impure,2025-01-14 00:55:23.652246
Yes,safeds,No,safeds.data.tabular.containers._row.to_html.513.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.653230
Yes,safeds,No,safeds.data.tabular.containers._row._repr_html_.534.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.653230
Yes,safeds,No,safeds.data.tabular.containers._table.from_csv_file.84.4,116,115,80,7,0.9913793103448276,0.6896551724137931,Impure,Impure,2025-01-14 00:55:23.655224
Yes,safeds,No,safeds.data.tabular.containers._table.from_excel_file.126.4,60,59,42,6,0.9833333333333333,0.7,Impure,Impure,2025-01-14 00:55:23.656458
Yes,safeds,No,safeds.data.tabular.containers._table.from_json_file.170.4,116,115,80,7,0.9913793103448276,0.6896551724137931,Impure,Impure,2025-01-14 00:55:23.658559
Yes,safeds,No,safeds.data.tabular.containers._table.from_dict.213.4,56,55,37,7,0.9821428571428571,0.6607142857142857,Impure,Impure,2025-01-14 00:55:23.659740
Yes,safeds,No,safeds.data.tabular.containers._table.from_columns.244.4,62,61,42,6,0.9838709677419355,0.6774193548387096,Impure,Impure,2025-01-14 00:55:23.660737
Yes,safeds,No,safeds.data.tabular.containers._table.from_rows.292.4,104,103,76,6,0.9903846153846154,0.7307692307692307,Impure,Impure,2025-01-14 00:55:23.661736
Yes,safeds,No,safeds.data.tabular.containers._table._from_pandas_dataframe.342.4,51,50,36,5,0.9803921568627451,0.7058823529411765,Impure,Impure,2025-01-14 00:55:23.663728
Yes,safeds,No,safeds.data.tabular.containers._table.__init__.385.4,53,52,36,5,0.9811320754716981,0.6792452830188679,Impure,Impure,2025-01-14 00:55:23.664726
Yes,safeds,No,safeds.data.tabular.containers._table.__eq__.426.4,737,736,493,10,0.9986431478968792,0.6689280868385346,Impure,Impure,2025-01-14 00:55:23.670685
Yes,safeds,No,safeds.data.tabular.containers._table.__repr__.460.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.671683
Yes,safeds,No,safeds.data.tabular.containers._table.__sizeof__.479.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.672681
Yes,safeds,No,safeds.data.tabular.containers._table.__str__.489.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.673834
Yes,safeds,No,safeds.data.tabular.containers._table.column_names.499.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.675200
Yes,safeds,No,safeds.data.tabular.containers._table.number_of_columns.520.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.675200
Yes,safeds,No,safeds.data.tabular.containers._table.number_of_rows.539.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.676315
Yes,safeds,No,safeds.data.tabular.containers._table.schema.558.4,1,0,1,0,0.0,1.0,Impure,Impure,2025-01-14 00:55:23.677498
Yes,safeds,No,safeds.data.tabular.containers._table.get_column.587.4,62,61,41,5,0.9838709677419355,0.6612903225806451,Impure,Impure,2025-01-14 00:55:23.678656
Yes,safeds,No,safeds.data.tabular.containers._table.has_column.622.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.678656
Yes,safeds,No,safeds.data.tabular.containers._table.get_column_type.649.4,9,8,5,4,0.8888888888888888,0.5555555555555556,Impure,Impure,2025-01-14 00:55:23.679803
Yes,safeds,No,safeds.data.tabular.containers._table.get_row.679.4,58,57,40,6,0.9827586206896551,0.6896551724137931,Impure,Impure,2025-01-14 00:55:23.681194
Yes,safeds,No,safeds.data.tabular.containers._table._get_similar_columns.713.4,2,1,1,1,0.5,0.5,Impure,Impure,2025-01-14 00:55:23.682231
Yes,safeds,No,safeds.data.tabular.containers._table.summarize_statistics.745.4,820,819,552,10,0.998780487804878,0.6731707317073171,Impure,Impure,2025-01-14 00:55:23.687702
Yes,safeds,No,safeds.data.tabular.containers._table._as_table.847.4,1,0,1,0,0.0,1.0,Pure,Pure,2025-01-14 00:55:23.687702
Yes,safeds,No,safeds.data.tabular.containers._table.add_column.861.4,64,63,43,6,0.984375,0.671875,Impure,Impure,2025-01-14 00:55:23.689775
Yes,safeds,No,safeds.data.tabular.containers._table.add_columns.900.4,126,125,84,7,0.9920634920634921,0.6666666666666666,Impure,Impure,2025-01-14 00:55:23.691883
Yes,safeds,No,safeds.data.tabular.containers._table.add_row.948.4,1085,1084,737,10,0.9990783410138249,0.6792626728110599,Impure,Impure,2025-01-14 00:55:23.697867
Yes,safeds,No,safeds.data.tabular.containers._table.add_rows.1009.4,5218,5219,3527,13,1.000191644308164,0.6759294748945956,Impure,Impure,2025-01-14 00:55:23.725045
Yes,safeds,No,safeds.data.tabular.containers._table.filter_rows.1068.4,214,213,154,7,0.9953271028037384,0.719626168224299,Impure,Impure,2025-01-14 00:55:23.727127
Yes,safeds,No,safeds.data.tabular.containers._table.group_rows_by.1101.4,5311,5312,3594,13,1.0001882884579176,0.6767087177556016,Impure,Impure,2025-01-14 00:55:23.754415
