Type-Aware?,Library,InFunction,name,line,column,IsFromParameter,HasTypeInfo,InferredType,TypeHint,DocString,MissingTypesOnPath,TypeOutsideOfPackage,Decrease,Increase,FoundType
Yes,sklearn,sklearn.setup_module.133.0,get,139,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,uniform,141,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,iinfo,141,45,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,int,142,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,print,143,4,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,seed,144,4,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.setup_module.133.0,seed,145,4,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,threadpool_info,89,19,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,any,91,21,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,parse_version,97,36,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,get,101,27,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,get,102,32,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._in_unstable_openblas_configuration.82.0,parse_version,108,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_mask.115.0,asarray,131,11,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_mask.115.0,issubdtype,132,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_mask.115.0,arange,136,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_mask.115.0,hasattr,135,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.axis0_safe_slice.141.0,safe_mask,174,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.axis0_safe_slice.141.0,zeros,175,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._array_indexing.178.0,asarray,181,14,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._array_indexing.178.0,issparse,180,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._array_indexing.178.0,list,183,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._array_indexing.178.0,isinstance,182,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._pandas_indexing.187.0,asarray,190,14,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._pandas_indexing.187.0,_is_arraylike_not_scalar,189,7,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._pandas_indexing.187.0,take,195,15,No,No,No,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._pandas_indexing.187.0,isinstance,192,35,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._pandas_indexing.187.0,isscalar,192,61,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._list_indexing.202.0,isscalar,204,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._list_indexing.202.0,isinstance,204,27,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._list_indexing.202.0,list,209,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._list_indexing.202.0,compress,209,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,type,250,32,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,ValueError,252,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,isinstance,248,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,tuple,248,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,keys,248,29,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,TypeError,255,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,_determine_key_type,260,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,_determine_key_type,261,24,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,ValueError,264,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,isinstance,253,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,set,269,21,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,_determine_key_type,270,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,ValueError,274,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,len,273,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,pop,275,15,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,isinstance,268,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,ValueError,280,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,hasattr,276,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._determine_key_type.214.0,ValueError,281,10,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,ValueError,329,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,format,330,12,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,_determine_key_type,334,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,ValueError,337,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,ValueError,340,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,format,341,12,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,type,343,58,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,ValueError,347,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,hasattr,346,52,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,_pandas_indexing,353,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,_array_indexing,355,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,_list_indexing,357,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,hasattr,354,9,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_indexing.284.0,hasattr,352,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_assign.360.0,slice,379,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_assign.360.0,slice,381,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_assign.360.0,simplefilter,391,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_assign.360.0,catch_warnings,385,13,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._safe_assign.360.0,hasattr,384,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,_determine_key_type,405,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,_safe_indexing,413,18,No,Yes,Yes,No,No,No,No,-0,+1,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,arange,413,33,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,ValueError,415,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,format,416,16,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,tolist,420,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,atleast_1d,420,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,ValueError,425,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,get_loc,434,24,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,get_loc,437,23,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,list,440,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,islice,440,24,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,range,440,31,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,list,442,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,isinstance,431,13,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,isinstance,429,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,get_loc,447,26,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,ValueError,449,26,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,join,450,24,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,format,450,24,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,isinstance,448,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,append,452,16,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,ValueError,455,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,ValueError,459,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._get_column_indices.397.0,isinstance,407,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,check_random_state,561,19,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,len,563,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,hasattr,567,34,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,len,567,63,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,ValueError,572,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,check_consistent_length,577,4,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,randint,581,22,Yes,Yes,No,Yes,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,arange,583,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,shuffle,584,12,Yes,No,No,Yes,No,No,Yes,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,check_array,588,12,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,array,592,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,join,592,26,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,astype,592,35,No,No,No,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,unique,594,29,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,bincount,597,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,split,601,24,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,argsort,602,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,cumsum,602,53,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,_approximate_mode,605,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,choice,610,24,Yes,Yes,No,Yes,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,extend,611,12,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,range,609,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,permutation,613,18,Yes,Yes,No,Yes,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,issparse,616,27,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,tocsr,616,14,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.resample.475.0,_safe_indexing,617,24,No,Yes,Yes,No,No,No,No,-0,+1,[]
Yes,sklearn,sklearn.utils.resample.475.0,len,618,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.shuffle.625.0,resample,691,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_sqr.696.0,check_array,712,8,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_sqr.696.0,copy,715,16,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.safe_sqr.696.0,issparse,713,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._chunk_generator.725.0,list,729,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._chunk_generator.725.0,islice,729,21,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_batches.744.0,slice,786,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_batches.744.0,range,782,13,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_batches.744.0,int,782,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_batches.744.0,slice,789,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_even_slices.792.0,ValueError,832,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_even_slices.792.0,min,840,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_even_slices.792.0,slice,841,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.gen_even_slices.792.0,range,833,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.tosequence.845.0,asarray,861,15,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.tosequence.845.0,list,865,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.tosequence.845.0,isinstance,862,9,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.tosequence.845.0,isinstance,860,7,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._to_object_array.868.0,empty,899,10,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._to_object_array.868.0,len,899,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.indices_to_mask.904.0,ValueError,928,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.indices_to_mask.904.0,max,927,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.indices_to_mask.904.0,zeros,930,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._message_with_time.936.0,len,959,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._message_with_time.936.0,len,959,41,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._print_elapsed_time.964.0,default_timer,983,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._print_elapsed_time.964.0,print,985,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._print_elapsed_time.964.0,_message_with_time,985,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._print_elapsed_time.964.0,default_timer,985,50,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.get_chunk_n_rows.988.0,get_config,1014,25,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.get_chunk_n_rows.988.0,int,1016,19,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.get_chunk_n_rows.988.0,min,1018,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.get_chunk_n_rows.988.0,warn,1020,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.get_chunk_n_rows.988.0,ceil,1023,31,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._is_pandas_na.1029.0,suppress,1045,9,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.is_scalar_nan.1053.0,isinstance,1084,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.is_scalar_nan.1053.0,isnan,1084,43,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,check_random_state,1127,10,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,sum,1130,32,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,floor,1132,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,int,1135,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,sum,1135,32,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,sort,1138,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,unique,1138,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,where,1142,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,min,1147,22,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,len,1147,26,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,choice,1148,19,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils._approximate_mode.1087.0,astype,1153,11,No,No,No,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.check_matplotlib_support.1156.0,ImportError,1170,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.check_matplotlib_support.1156.0,format,1171,12,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.utils.check_pandas_support.1176.0,ImportError,1197,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.utils.check_pandas_support.1176.0,format,1197,26,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,ImportError,82,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,join,83,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,format,83,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,AttributeError,88,10,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,join,88,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.model_selection.__getattr__.80.0,format,88,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.datasets.__getattr__.107.0,dedent,109,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.datasets.__getattr__.107.0,ImportError,157,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.datasets.__getattr__.107.0,globals,159,15,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,ImportError,18,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,join,19,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,format,19,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,AttributeError,24,10,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,join,24,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.impute.__getattr__.16.0,format,24,25,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,format,23,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,ModuleNotFoundError,30,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,format,33,19,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,ValueError,36,14,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,parse,32,7,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils._check_cython_version.21.0,parse,32,35,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,_check_cython_version,41,4,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,basic_check_build,46,4,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,check_openmp_support,58,32,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,cpu_count,64,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,suppress,61,9,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,get,68,8,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.cythonize_extensions.39.0,cythonize,80,11,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,replace,93,18,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,read,101,23,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,open,100,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,sub,103,20,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,join,106,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,format,106,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,write,112,16,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,write,113,16,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,open,111,17,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,exists,97,12,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,stat,98,16,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn._build_utils.gen_from_templates.87.0,stat,98,45,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,split,19,16,No,No,Yes,No,No,Yes,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,list,25,18,No,Yes,Yes,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,append,28,12,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,ljust,28,31,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,append,30,12,No,No,No,No,No,No,No,-0,+0,[]
Yes,sklearn,sklearn.__check_build.raise_build_error.16.0,enumerate,26,23,No,Yes,Yes,No,No,No,No,-0,+0,[]
