Type-Aware,Library,FunctionId,Runtime of body analysis,Date
Yes,sklearn,sklearn/setup_module,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_in_unstable_openblas_configuration,0.0021860599517822266,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/safe_mask,0.0009992122650146484,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/axis0_safe_slice,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_array_indexing,0.00115203857421875,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_pandas_indexing,0.0009992122650146484,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_list_indexing,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_determine_key_type,0.003134012222290039,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_safe_indexing,0.0009987354278564453,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_safe_assign,0.0009996891021728516,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_get_column_indices,0.003167390823364258,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/resample,0.004143953323364258,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/shuffle,0.0010004043579101562,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/safe_sqr,0.0009992122650146484,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_chunk_generator,0.0009987354278564453,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/gen_batches,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/gen_even_slices,0.0009999275207519531,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/tosequence,0.0005340576171875,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_to_object_array,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/indices_to_mask,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_message_with_time,0.0010573863983154297,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_print_elapsed_time,0.0005326271057128906,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/get_chunk_n_rows,0.0010020732879638672,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_is_pandas_na,0.0009989738464355469,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/is_scalar_nan,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/_approximate_mode,0.0010004043579101562,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/check_matplotlib_support,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/utils/check_pandas_support,0.0009996891021728516,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/model_selection/__getattr__,0.0009984970092773438,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/datasets/__getattr__,0.001146078109741211,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/impute/__getattr__,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/_build_utils/_check_cython_version,0.002004384994506836,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/_build_utils/cythonize_extensions,0.001001119613647461,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/_build_utils/gen_from_templates,0.0009984970092773438,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/__check_build/raise_build_error,0.0010981559753417969,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/clone,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/_clone_parametrized,0.002996683120727539,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_get_param_names,0.0010838508605957031,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/get_params,0.0009987354278564453,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/set_params,0.003237009048461914,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/__sklearn_clone__,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/__repr__,0.0019981861114501953,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/__getstate__,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/__setstate__,0.0009989738464355469,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_more_tags,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_get_tags,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_check_n_features,0.0021317005157470703,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_check_feature_names,0.004143714904785156,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_validate_data,0.0031173229217529297,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_validate_params,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_repr_html_,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_repr_html_inner,0.0,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/BaseEstimator/_repr_mimebundle_,0.00011110305786132812,2025-03-03 13:31:25.601925
Yes,sklearn,sklearn/base/ClassifierMixin/score,0.0,2025-03-03 13:31:25.601925
