Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,pandas,pandas.conftest,endswith,133,7,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:52.322859
No,pandas,pandas.conftest,ignore_doctest_warning,165,16,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:52.428177
No,pandas,pandas.conftest,skip_if_no,345,35,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:52.976994
No,pandas,pandas.conftest,skip_if_no,362,35,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:52.979084
No,pandas,pandas.io.common,writable,1070,19,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:52.980083
No,pandas,pandas.conftest,type,400,54,No,0,0,Found no referenced functions,,None,,2025-03-08 12:55:52.987608
No,pandas,pandas.conftest,type,423,56,No,0,0,Found no referenced functions,,None,,2025-03-08 12:55:52.996381
No,pandas,pandas.conftest,__init__,493,12,No,0,48,Found no referenced functions,,None,,2025-03-08 12:55:53.003508
No,pandas,pandas.conftest,pop,1865,27,No,0,0,Found no referenced functions,,None,,2025-03-08 12:55:53.004680
No,pandas,pandas.conftest,__init__,1866,12,No,0,49,Found no referenced functions,,None,,2025-03-08 12:55:53.006697
No,pandas,pandas.core.apply,__init__,1001,8,No,0,48,Found no referenced functions,,None,,2025-03-08 12:55:53.010827
No,pandas,pandas.core.apply,copy,1100,17,No,0,15,Found no referenced functions,,None,,2025-03-08 12:55:53.011809
No,pandas,pandas.core.apply,_get_axis_number,1101,20,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.011809
No,pandas,pandas.core.apply,get,1101,45,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.011809
No,pandas,pandas.core.apply,__init__,1102,8,No,0,48,Found no referenced functions,,None,,2025-03-08 12:55:53.013807
No,pandas,pandas.core.apply,__init__,1129,8,No,0,48,Found no referenced functions,,None,,2025-03-08 12:55:53.016895
No,pandas,pandas.core.frame,construct_1d_arraylike_from_scalar,830,20,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.175995
No,pandas,pandas.core.frame,len,830,61,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.175995
No,pandas,pandas.core.frame,len,831,35,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.175995
No,pandas,pandas.core.frame,len,775,15,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.176996
No,pandas,pandas.core.frame,len,837,20,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.176996
No,pandas,pandas.core.frame,len,838,20,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.176996
No,pandas,pandas.core.frame,_validate_dtype,650,20,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.177994
No,pandas,pandas.core.frame,copy,657,23,No,0,7,Found no referenced functions,,None,,2025-03-08 12:55:53.177994
No,pandas,pandas.core.frame,copy,661,23,No,0,7,Found no referenced functions,,None,,2025-03-08 12:55:53.179993
No,pandas,pandas.core.frame,using_copy_on_write,660,15,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.181063
No,pandas,pandas.core.frame,using_copy_on_write,689,17,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.181063
No,pandas,pandas.core.frame,using_copy_on_write,746,32,No,0,2,Found no referenced functions,,None,,2025-03-08 12:55:53.181063
No,pandas,pandas.core.frame,__init__,666,16,No,0,169,Found no referenced functions,,None,,2025-03-08 12:55:53.184684
No,pandas,pandas.core.frame,__init__,855,8,No,0,169,Found no referenced functions,,None,,2025-03-08 12:55:53.186848
No,pandas,pandas.core.frame,default_index,697,52,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.188406
No,pandas,pandas.core.frame,default_index,698,58,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.188406
No,pandas,pandas.core.frame,default_index,810,56,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.188908
No,pandas,pandas.core.frame,pandas_dtype,699,52,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.188908
No,pandas,pandas.core.frame,_init_mgr,703,18,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.188908
No,pandas,pandas.core.frame,dict_to_mgr,709,18,No,0,1,Found no referenced functions,,None,,2025-03-08 12:55:53.189909
