Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,pandas,pandas.conftest,endswith,133,7,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:08.984749
No,pandas,pandas.conftest,ignore_doctest_warning,165,16,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:08.997074
No,pandas,pandas.conftest,skip_if_no,345,35,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.020271
No,pandas,pandas.conftest,skip_if_no,362,35,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.022397
No,pandas,pandas.io.common,writable,1070,19,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.024376
No,pandas,pandas.conftest,type,400,54,No,0,0,Found no referenced functions,,None,,2025-02-28 21:54:09.027591
No,pandas,pandas.conftest,type,423,56,No,0,0,Found no referenced functions,,None,,2025-02-28 21:54:09.037822
No,pandas,pandas.conftest,__init__,493,12,No,0,48,Found no referenced functions,,None,,2025-02-28 21:54:09.045927
No,pandas,pandas.conftest,pop,1865,27,No,0,0,Found no referenced functions,,None,,2025-02-28 21:54:09.048062
No,pandas,pandas.conftest,__init__,1866,12,No,0,49,Found no referenced functions,,None,,2025-02-28 21:54:09.051059
No,pandas,pandas.core.apply,__init__,1001,8,No,0,48,Found no referenced functions,,None,,2025-02-28 21:54:09.057246
No,pandas,pandas.core.apply,copy,1100,17,No,0,15,Found no referenced functions,,None,,2025-02-28 21:54:09.059244
No,pandas,pandas.core.apply,_get_axis_number,1101,20,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.060244
No,pandas,pandas.core.apply,get,1101,45,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.060244
No,pandas,pandas.core.apply,__init__,1102,8,No,0,48,Found no referenced functions,,None,,2025-02-28 21:54:09.063240
No,pandas,pandas.core.apply,__init__,1129,8,No,0,48,Found no referenced functions,,None,,2025-02-28 21:54:09.068235
No,pandas,pandas.core.frame,construct_1d_arraylike_from_scalar,830,20,No,0,1,Found no referenced functions,,None,,2025-02-28 21:54:09.069379
No,pandas,pandas.core.frame,len,830,61,No,0,2,Found no referenced functions,,None,,2025-02-28 21:54:09.070378
No,pandas,pandas.core.frame,len,831,35,No,0,2,Found no referenced functions,,None,,2025-02-28 21:54:09.070378
