Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,pandas,pandas.conftest,endswith,133,7,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.673340
No,pandas,pandas.conftest,ignore_doctest_warning,165,16,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.688644
No,pandas,pandas.conftest,skip_if_no,345,35,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.712310
No,pandas,pandas.conftest,skip_if_no,362,35,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.714357
No,pandas,pandas.io.common,writable,1070,19,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.723907
No,pandas,pandas.conftest,type,400,54,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.727034
No,pandas,pandas.conftest,type,423,56,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.739362
No,pandas,pandas.conftest,__init__,493,12,No,0,48,Found no referenced functions,,None,,2025-03-01 02:00:22.746459
No,pandas,pandas.conftest,pop,1865,27,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.747525
No,pandas,pandas.conftest,__init__,1866,12,No,0,49,Found no referenced functions,,None,,2025-03-01 02:00:22.751522
No,pandas,pandas.core.apply,__init__,1001,8,No,0,48,Found no referenced functions,,None,,2025-03-01 02:00:22.760009
No,pandas,pandas.core.apply,copy,1100,17,No,0,15,Found no referenced functions,,None,,2025-03-01 02:00:22.762006
No,pandas,pandas.core.apply,_get_axis_number,1101,20,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.763004
No,pandas,pandas.core.apply,get,1101,45,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.764331
No,pandas,pandas.core.apply,__init__,1102,8,No,0,48,Found no referenced functions,,None,,2025-03-01 02:00:22.768327
No,pandas,pandas.core.apply,__init__,1129,8,No,0,48,Found no referenced functions,,None,,2025-03-01 02:00:22.775045
No,pandas,pandas.core.frame,construct_1d_arraylike_from_scalar,830,20,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.778046
No,pandas,pandas.core.frame,len,830,61,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.779043
No,pandas,pandas.core.frame,len,831,35,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.780041
No,pandas,pandas.core.frame,len,775,15,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.780792
No,pandas,pandas.core.frame,len,837,20,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.781792
No,pandas,pandas.core.frame,len,838,20,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.781792
No,pandas,pandas.core.frame,_validate_dtype,650,20,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.782791
No,pandas,pandas.core.frame,copy,657,23,No,0,7,Found no referenced functions,,None,,2025-03-01 02:00:22.784789
No,pandas,pandas.core.frame,copy,661,23,No,0,7,Found no referenced functions,,None,,2025-03-01 02:00:22.789001
No,pandas,pandas.core.frame,using_copy_on_write,660,15,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.790996
No,pandas,pandas.core.frame,using_copy_on_write,689,17,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.791995
No,pandas,pandas.core.frame,using_copy_on_write,746,32,No,0,2,Found no referenced functions,,None,,2025-03-01 02:00:22.792994
No,pandas,pandas.core.frame,__init__,666,16,No,0,169,Found no referenced functions,,None,,2025-03-01 02:00:22.796990
No,pandas,pandas.core.frame,__init__,855,8,No,0,169,Found no referenced functions,,None,,2025-03-01 02:00:22.802801
No,pandas,pandas.core.frame,default_index,697,52,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.806267
No,pandas,pandas.core.frame,default_index,698,58,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.807267
No,pandas,pandas.core.frame,default_index,810,56,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.807267
No,pandas,pandas.core.frame,pandas_dtype,699,52,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.808265
No,pandas,pandas.core.frame,_init_mgr,703,18,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.809265
No,pandas,pandas.core.frame,dict_to_mgr,709,18,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.809265
No,pandas,pandas.core.frame,dict_to_mgr,747,22,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.810264
No,pandas,pandas.core.frame,dict_to_mgr,807,22,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.811356
No,pandas,pandas.core.frame,sanitize_masked_array,722,19,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.811376
No,pandas,pandas.core.frame,ndarray_to_mgr,723,18,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.812376
No,pandas,pandas.core.frame,ndarray_to_mgr,758,22,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.812376
No,pandas,pandas.core.frame,ndarray_to_mgr,798,26,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.813375
No,pandas,pandas.core.frame,ndarray_to_mgr,843,22,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.814374
No,pandas,pandas.core.frame,rec_array_to_mgr,736,22,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.814374
No,pandas,pandas.core.frame,is_dataclass,776,19,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.824778
No,pandas,pandas.core.frame,dataclasses_to_dicts,777,27,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.825778
No,pandas,pandas.core.frame,treat_as_nested,778,56,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.826777
No,pandas,pandas.core.frame,ensure_index,781,34,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.826777
No,pandas,pandas.core.frame,ensure_index,819,20,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.827776
No,pandas,pandas.core.frame,ensure_index,820,22,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.828775
No,pandas,pandas.core.frame,nested_data_to_arrays,782,45,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.828775
No,pandas,pandas.core.frame,arrays_to_mgr,790,26,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.830442
No,pandas,pandas.core.frame,arrays_to_mgr,833,22,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:22.831444
No,pandas,pandas.core.frame,infer_dtype_from_scalar,823,27,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.832443
No,pandas,pandas.core.frame,construct_2d_arraylike_from_scalar,835,24,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.832443
No,pandas,pandas.core.frame,mgr_to_mgr,853,14,No,0,1,Found no referenced functions,,None,,2025-03-01 02:00:22.833442
No,pandas,pandas.core.generic,__setattr__,273,8,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:23.365831
No,pandas,pandas.core.generic,__setattr__,274,8,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:23.366830
No,pandas,pandas.core.generic,__setattr__,275,8,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:23.366830
No,pandas,pandas.core.generic,__setattr__,280,8,No,0,0,Found no referenced functions,,None,,2025-03-01 02:00:23.367941
