Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,pandas,pandas.conftest,endswith,133,7,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.003800
No,pandas,pandas.conftest,ignore_doctest_warning,165,16,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.022515
No,pandas,pandas.conftest,skip_if_no,345,35,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.056232
No,pandas,pandas.conftest,skip_if_no,362,35,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.057324
No,pandas,pandas.io.common,writable,1070,19,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.060340
No,pandas,pandas.conftest,type,400,54,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.062410
No,pandas,pandas.conftest,type,423,56,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.071553
No,pandas,pandas.conftest,__init__,493,12,No,0,48,Found no referenced functions,,None,,2025-03-02 20:21:47.089070
No,pandas,pandas.conftest,pop,1865,27,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.091049
No,pandas,pandas.conftest,__init__,1866,12,No,0,49,Found no referenced functions,,None,,2025-03-02 20:21:47.095211
No,pandas,pandas.core.apply,__init__,1001,8,No,0,48,Found no referenced functions,,None,,2025-03-02 20:21:47.107504
No,pandas,pandas.core.apply,copy,1100,17,No,0,15,Found no referenced functions,,None,,2025-03-02 20:21:47.109643
No,pandas,pandas.core.apply,_get_axis_number,1101,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.110642
No,pandas,pandas.core.apply,get,1101,45,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.111624
No,pandas,pandas.core.apply,__init__,1102,8,No,0,48,Found no referenced functions,,None,,2025-03-02 20:21:47.113727
No,pandas,pandas.core.apply,__init__,1129,8,No,0,48,Found no referenced functions,,None,,2025-03-02 20:21:47.118853
No,pandas,pandas.core.frame,construct_1d_arraylike_from_scalar,830,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.120870
No,pandas,pandas.core.frame,len,830,61,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.120870
No,pandas,pandas.core.frame,len,831,35,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.121851
No,pandas,pandas.core.frame,len,775,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.122849
No,pandas,pandas.core.frame,len,837,20,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.122849
No,pandas,pandas.core.frame,len,838,20,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.123968
No,pandas,pandas.core.frame,_validate_dtype,650,20,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.124969
No,pandas,pandas.core.frame,copy,657,23,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.125968
No,pandas,pandas.core.frame,copy,661,23,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.127966
No,pandas,pandas.core.frame,using_copy_on_write,660,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.129081
No,pandas,pandas.core.frame,using_copy_on_write,689,17,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.129081
No,pandas,pandas.core.frame,using_copy_on_write,746,32,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.130082
No,pandas,pandas.core.frame,__init__,666,16,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.134078
No,pandas,pandas.core.frame,__init__,855,8,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.137194
No,pandas,pandas.core.frame,default_index,697,52,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.139316
No,pandas,pandas.core.frame,default_index,698,58,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.140316
No,pandas,pandas.core.frame,default_index,810,56,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.140316
No,pandas,pandas.core.frame,pandas_dtype,699,52,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.141315
No,pandas,pandas.core.frame,_init_mgr,703,18,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.141315
No,pandas,pandas.core.frame,dict_to_mgr,709,18,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.142315
No,pandas,pandas.core.frame,dict_to_mgr,747,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.142315
No,pandas,pandas.core.frame,dict_to_mgr,807,22,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.143360
No,pandas,pandas.core.frame,sanitize_masked_array,722,19,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.143879
No,pandas,pandas.core.frame,ndarray_to_mgr,723,18,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.144498
No,pandas,pandas.core.frame,ndarray_to_mgr,758,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.145497
No,pandas,pandas.core.frame,ndarray_to_mgr,798,26,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.146496
No,pandas,pandas.core.frame,ndarray_to_mgr,843,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.146496
No,pandas,pandas.core.frame,rec_array_to_mgr,736,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.147495
No,pandas,pandas.core.frame,is_dataclass,776,19,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.156129
No,pandas,pandas.core.frame,dataclasses_to_dicts,777,27,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.157148
No,pandas,pandas.core.frame,treat_as_nested,778,56,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.157148
No,pandas,pandas.core.frame,ensure_index,781,34,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.158148
No,pandas,pandas.core.frame,ensure_index,819,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.159129
No,pandas,pandas.core.frame,ensure_index,820,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.160209
No,pandas,pandas.core.frame,nested_data_to_arrays,782,45,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.160209
No,pandas,pandas.core.frame,arrays_to_mgr,790,26,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.161209
No,pandas,pandas.core.frame,arrays_to_mgr,833,22,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.161209
No,pandas,pandas.core.frame,infer_dtype_from_scalar,823,27,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.162226
No,pandas,pandas.core.frame,construct_2d_arraylike_from_scalar,835,24,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.162226
No,pandas,pandas.core.frame,mgr_to_mgr,853,14,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.163225
No,pandas,pandas.core.generic,__setattr__,273,8,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.581707
No,pandas,pandas.core.generic,__setattr__,274,8,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.582708
No,pandas,pandas.core.generic,__setattr__,275,8,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.582708
No,pandas,pandas.core.generic,__setattr__,280,8,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.583705
No,pandas,pandas.core.generic,__setattr__,281,8,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.583705
No,pandas,pandas.core.nanops,pandas_dtype,80,28,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.586702
No,pandas,pandas.core.nanops,__init__,79,8,No,0,170,Found no referenced functions,,None,,2025-03-02 20:21:47.588826
No,pandas,pandas.core.resample,_get_axis_number,161,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.594949
No,pandas,pandas.core.resample,_set_grouper,166,43,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.594949
No,pandas,pandas.core.resample,_convert_obj,167,12,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.595931
No,pandas,pandas.core.resample,_get_binner,169,36,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.595931
No,pandas,pandas.core.resample,type,1161,45,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.607253
No,pandas,pandas.core.resample,type,1164,46,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.608251
No,pandas,pandas.core.resample,copy,1176,28,No,0,9,Found no referenced functions,,None,,2025-03-02 20:21:47.609350
No,pandas,pandas.core.resample,find,1603,56,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.635897
No,pandas,pandas.core.resample,__init__,1663,8,No,0,48,Found no referenced functions,,None,,2025-03-02 20:21:47.640688
No,pandas,pandas.core.series,using_copy_on_write,383,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.648477
No,pandas,pandas.core.series,using_copy_on_write,395,37,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.649476
No,pandas,pandas.core.series,using_copy_on_write,410,17,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.650587
No,pandas,pandas.core.series,using_copy_on_write,419,52,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.650587
No,pandas,pandas.core.series,using_copy_on_write,447,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.651588
No,pandas,pandas.core.series,copy,384,23,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.651588
No,pandas,pandas.core.series,copy,397,27,No,0,15,Found no referenced functions,,None,,2025-03-02 20:21:47.653584
No,pandas,pandas.core.series,copy,411,23,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.656691
No,pandas,pandas.core.series,copy,413,23,No,0,15,Found no referenced functions,,None,,2025-03-02 20:21:47.657671
No,pandas,pandas.core.series,copy,420,19,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.660771
No,pandas,pandas.core.series,copy,452,23,No,0,15,Found no referenced functions,,None,,2025-03-02 20:21:47.662771
No,pandas,pandas.core.series,copy,466,23,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.669970
No,pandas,pandas.core.series,copy,507,23,No,0,15,Found no referenced functions,,None,,2025-03-02 20:21:47.672072
No,pandas,pandas.core.series,__init__,386,12,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.677163
No,pandas,pandas.core.series,__init__,416,12,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.688333
No,pandas,pandas.core.series,__init__,517,8,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.691408
No,pandas,pandas.core.series,__setattr__,389,16,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.691408
No,pandas,pandas.core.series,__setattr__,415,12,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.692408
No,pandas,pandas.core.series,astype_is_view,396,36,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.692408
No,pandas,pandas.core.series,pandas_dtype,396,63,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.693407
No,pandas,pandas.core.series,pandas_dtype,433,42,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.694406
No,pandas,pandas.core.series,from_array,407,27,No,0,3,Found no referenced functions,,None,,2025-03-02 20:21:47.695404
No,pandas,pandas.core.series,from_array,409,27,No,0,3,Found no referenced functions,,None,,2025-03-02 20:21:47.695404
No,pandas,pandas.core.series,from_array,513,23,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.696508
No,pandas,pandas.core.series,from_array,515,23,No,0,3,Found no referenced functions,,None,,2025-03-02 20:21:47.696508
No,pandas,pandas.core.series,maybe_extract_name,422,15,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.697507
No,pandas,pandas.core.series,type,422,52,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.697507
No,pandas,pandas.core.series,ensure_index,425,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.698506
No,pandas,pandas.core.series,_validate_dtype,428,20,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.699505
No,pandas,pandas.core.series,default_index,431,52,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.700504
No,pandas,pandas.core.series,default_index,498,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.701503
No,pandas,pandas.core.series,len,432,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.701629
No,pandas,pandas.core.series,len,456,15,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.702630
No,pandas,pandas.core.series,len,491,42,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.703627
No,pandas,pandas.core.series,len,498,34,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.703627
No,pandas,pandas.core.series,na_value_for_dtype,433,23,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.704628
No,pandas,pandas.core.series,astype,445,23,No,0,18,Found no referenced functions,,None,,2025-03-02 20:21:47.705627
No,pandas,pandas.core.series,astype,505,23,No,0,4,Found no referenced functions,,None,,2025-03-02 20:21:47.706626
No,pandas,pandas.core.series,reindex,468,23,No,0,3,Found no referenced functions,,None,,2025-03-02 20:21:47.706734
No,pandas,pandas.core.series,is_dict_like,471,13,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.706734
No,pandas,pandas.core.series,_init_dict,472,26,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.707735
No,pandas,pandas.core.series,equals,478,21,No,0,13,Found no referenced functions,,None,,2025-03-02 20:21:47.707735
No,pandas,pandas.core.series,maybe_iterable_to_list,490,19,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.708733
No,pandas,pandas.core.series,dtype,493,24,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.709733
No,pandas,pandas.core.series,require_length_match,500,12,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.710732
No,pandas,pandas.core.series,sanitize_array,509,19,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.711729
No,pandas,pandas.core.series,_set_axis,519,8,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.711850
No,pandas,pandas.core.arrays.boolean,__init__,303,8,No,0,61,Found no referenced functions,,None,,2025-03-02 20:21:47.802760
No,pandas,pandas.core.arrays.categorical,where,412,55,No,0,7,Found no referenced functions,,None,,2025-03-02 20:21:47.834798
No,pandas,pandas.core.arrays.categorical,factorize,425,36,No,0,4,Found no referenced functions,,None,,2025-03-02 20:21:47.835797
No,pandas,pandas.core.arrays.categorical,factorize,427,36,No,0,4,Found no referenced functions,,None,,2025-03-02 20:21:47.835797
No,pandas,pandas.core.arrays.categorical,_from_values_or_dtype,368,16,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.836796
No,pandas,pandas.core.arrays.categorical,coerce_indexer_dtype,376,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.836796
No,pandas,pandas.core.arrays.categorical,coerce_indexer_dtype,456,14,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.837910
No,pandas,pandas.core.arrays.categorical,update_dtype,377,20,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.837910
No,pandas,pandas.core.arrays.categorical,update_dtype,455,16,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.838912
No,pandas,pandas.core.arrays.categorical,__init__,378,12,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.840909
No,pandas,pandas.core.arrays.categorical,__init__,457,8,No,0,169,Found no referenced functions,,None,,2025-03-02 20:21:47.846746
No,pandas,pandas.core.arrays.categorical,array,387,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.849189
No,pandas,pandas.core.arrays.categorical,array,397,25,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.849692
No,pandas,pandas.core.arrays.categorical,is_categorical_dtype,390,11,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.850712
No,pandas,pandas.core.arrays.categorical,is_categorical_dtype,440,13,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.851711
No,pandas,pandas.core.arrays.categorical,convert_to_list_like,394,21,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.852691
No,pandas,pandas.core.arrays.categorical,len,395,44,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.852691
No,pandas,pandas.core.arrays.categorical,sanitize_array,404,25,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.852691
No,pandas,pandas.core.arrays.categorical,sanitize_array,407,22,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.853811
No,pandas,pandas.core.arrays.categorical,sanitize_array,420,26,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.853811
No,pandas,pandas.core.arrays.categorical,isna,408,28,No,0,2,Found no referenced functions,,None,,2025-03-02 20:21:47.854811
No,pandas,pandas.core.arrays.categorical,any,409,19,No,0,10,Found no referenced functions,,None,,2025-03-02 20:21:47.855810
No,pandas,pandas.core.arrays.categorical,any,449,11,No,0,10,Found no referenced functions,,None,,2025-03-02 20:21:47.855810
No,pandas,pandas.core.arrays.categorical,extract_array,441,24,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.856826
No,pandas,pandas.core.arrays.categorical,recode_for_categories,442,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.857806
No,pandas,pandas.core.arrays.categorical,_get_codes_for_values,447,20,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.857806
No,pandas,pandas.core.arrays.categorical,_validate,2445,8,No,0,6,Found no referenced functions,,None,,2025-03-02 20:21:47.978146
No,pandas,pandas.core.arrays.categorical,_freeze,2449,8,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.979146
No,pandas,pandas.core.arrays.datetimelike,extract_array,1799,17,No,0,1,Found no referenced functions,,None,,2025-03-02 20:21:47.984142
No,pandas,pandas.core.arrays.datetimelike,to_numpy,1801,21,No,0,6,Found no referenced functions,,None,,2025-03-02 20:21:47.985140
No,pandas,pandas.core.arrays.datetimelike,type,1807,30,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.986138
No,pandas,pandas.core.arrays.datetimelike,type,1836,36,No,0,0,Found no referenced functions,,None,,2025-03-02 20:21:47.987137
