Type-Aware?,Library,Module,Func Name,Line,Column,Improvement,#New,#Old,Reason for no improvement,Path,Left-most receiver,Possible reason for no found functions,Date
No,pandas,pandas.conftest,endswith,133,7,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.208111
No,pandas,pandas.conftest,ignore_doctest_warning,165,16,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.224603
No,pandas,pandas.conftest,skip_if_no,345,35,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.247179
No,pandas,pandas.conftest,skip_if_no,362,35,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.249162
No,pandas,pandas.io.common,writable,1070,19,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.251288
No,pandas,pandas.conftest,type,400,54,No,0,0,Found no referenced functions,,None,,2025-03-08 13:23:58.253286
No,pandas,pandas.conftest,type,423,56,No,0,0,Found no referenced functions,,None,,2025-03-08 13:23:58.262488
No,pandas,pandas.conftest,__init__,493,12,No,0,48,Found no referenced functions,,None,,2025-03-08 13:23:58.270689
No,pandas,pandas.conftest,pop,1865,27,No,0,0,Found no referenced functions,,None,,2025-03-08 13:23:58.270689
No,pandas,pandas.conftest,__init__,1866,12,No,0,49,Found no referenced functions,,None,,2025-03-08 13:23:58.272688
No,pandas,pandas.core.apply,__init__,1001,8,No,0,48,Found no referenced functions,,None,,2025-03-08 13:23:58.277779
No,pandas,pandas.core.apply,copy,1100,17,No,0,15,Found no referenced functions,,None,,2025-03-08 13:23:58.278778
No,pandas,pandas.core.apply,_get_axis_number,1101,20,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.278778
No,pandas,pandas.core.apply,get,1101,45,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.278778
No,pandas,pandas.core.apply,__init__,1102,8,No,0,48,Found no referenced functions,,None,,2025-03-08 13:23:58.280868
No,pandas,pandas.core.apply,__init__,1129,8,No,0,48,Found no referenced functions,,None,,2025-03-08 13:23:58.288383
No,pandas,pandas.core.frame,construct_1d_arraylike_from_scalar,830,20,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.290400
No,pandas,pandas.core.frame,len,830,61,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.291534
No,pandas,pandas.core.frame,len,831,35,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.291534
No,pandas,pandas.core.frame,len,775,15,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.292551
No,pandas,pandas.core.frame,len,837,20,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.292808
No,pandas,pandas.core.frame,len,838,20,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.293322
No,pandas,pandas.core.frame,_validate_dtype,650,20,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.293835
No,pandas,pandas.core.frame,copy,657,23,No,0,7,Found no referenced functions,,None,,2025-03-08 13:23:58.294851
No,pandas,pandas.core.frame,copy,661,23,No,0,7,Found no referenced functions,,None,,2025-03-08 13:23:58.295933
No,pandas,pandas.core.frame,using_copy_on_write,660,15,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.297113
No,pandas,pandas.core.frame,using_copy_on_write,689,17,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.297113
No,pandas,pandas.core.frame,using_copy_on_write,746,32,No,0,2,Found no referenced functions,,None,,2025-03-08 13:23:58.298113
No,pandas,pandas.core.frame,__init__,666,16,No,0,169,Found no referenced functions,,None,,2025-03-08 13:23:58.301127
No,pandas,pandas.core.frame,__init__,855,8,No,0,169,Found no referenced functions,,None,,2025-03-08 13:23:58.303298
No,pandas,pandas.core.frame,default_index,697,52,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.304297
No,pandas,pandas.core.frame,default_index,698,58,No,0,1,Found no referenced functions,,None,,2025-03-08 13:23:58.304297
